Near Surface Air Temperature,Precipitation,Alert
296.158125|295.49525|294.68425|294.67425|294.59775|293.86075|292.691625,0|0|0|0|0|0|0,0
295.49525|294.68425|294.67425|294.59775|293.86075|292.691625|293.170375,0|0|0|0|0|0|0,0
294.68425|294.67425|294.59775|293.86075|292.691625|293.170375|293.269,0|0|0|0|0|0|0,0
294.67425|294.59775|293.86075|292.691625|293.170375|293.269|293.45625,0|0|0|0|0|0|0,0
294.59775|293.86075|292.691625|293.170375|293.269|293.45625|293.226625,0|0|0|0|0|0|0,0
293.86075|292.691625|293.170375|293.269|293.45625|293.226625|293.860625,0|0|0|0|0|0|0,0
292.691625|293.170375|293.269|293.45625|293.226625|293.860625|293.5395,0|0|0|0|0|0|0,0
293.170375|293.269|293.45625|293.226625|293.860625|293.5395|293.76825,0|0|0|0|0|0|0,0
293.269|293.45625|293.226625|293.860625|293.5395|293.76825|293.360625,0|0|0|0|0|0|0,0
293.45625|293.226625|293.860625|293.5395|293.76825|293.360625|292.02525,0|0|0|0|0|0|0,0
293.226625|293.860625|293.5395|293.76825|293.360625|292.02525|291.289875,0|0|0|0|0|0|0,0
293.860625|293.5395|293.76825|293.360625|292.02525|291.289875|291.58225,0|0|0|0|0|0|0,0
293.5395|293.76825|293.360625|292.02525|291.289875|291.58225|292.484375,0|0|0|0|0|0|0,0
293.76825|293.360625|292.02525|291.289875|291.58225|292.484375|292.392,0|0|0|0|0|0|0,0
293.360625|292.02525|291.289875|291.58225|292.484375|292.392|292.4975,0|0|0|0|0|0|0,0
292.02525|291.289875|291.58225|292.484375|292.392|292.4975|290.753125,0|0|0|0|0|0|0,0
291.289875|291.58225|292.484375|292.392|292.4975|290.753125|289.78,0|0|0|0|0|0|0,0
291.58225|292.484375|292.392|292.4975|290.753125|289.78|290.056625,0|0|0|0|0|0|0,0
292.484375|292.392|292.4975|290.753125|289.78|290.056625|289.6785,0|0|0|0|0|0|0,0
292.392|292.4975|290.753125|289.78|290.056625|289.6785|289.499875,0|0|0|0|0|0|0,0
292.4975|290.753125|289.78|290.056625|289.6785|289.499875|289.04925,0|0|0|0|0|0|0,0
290.753125|289.78|290.056625|289.6785|289.499875|289.04925|289.342125,0|0|0|0|0|0|0,0
289.78|290.056625|289.6785|289.499875|289.04925|289.342125|289.847125,0|0|0|0|0|0|0,0
290.056625|289.6785|289.499875|289.04925|289.342125|289.847125|289.561875,0|0|0|0|0|0|0,0
289.6785|289.499875|289.04925|289.342125|289.847125|289.561875|289.751125,0|0|0|0|0|0|0,0
289.499875|289.04925|289.342125|289.847125|289.561875|289.751125|289.54975,0|0|0|0|0|0|0,0
289.04925|289.342125|289.847125|289.561875|289.751125|289.54975|289.04025,0|0|0|0|0|0|0,0
289.342125|289.847125|289.561875|289.751125|289.54975|289.04025|288.834625,0|0|0|0|0|0|0,0
289.847125|289.561875|289.751125|289.54975|289.04025|288.834625|288.97025,0|0|0|0|0|0|44.01591875,0
289.561875|289.751125|289.54975|289.04025|288.834625|288.97025|288.720875,0|0|0|0|0|44.01591875|0,0
289.751125|289.54975|289.04025|288.834625|288.97025|288.720875|287.24175,0|0|0|0|44.01591875|0|0,0
289.54975|289.04025|288.834625|288.97025|288.720875|287.24175|287.5215,0|0|0|44.01591875|0|0|1328.25,0
289.04025|288.834625|288.97025|288.720875|287.24175|287.5215|290.0055,0|0|44.01591875|0|0|1328.25|0,0
288.834625|288.97025|288.720875|287.24175|287.5215|290.0055|289.9405,0|44.01591875|0|0|1328.25|0|323.9364167,0
288.97025|288.720875|287.24175|287.5215|290.0055|289.9405|289.331875,44.01591875|0|0|1328.25|0|323.9364167|0,0
288.720875|287.24175|287.5215|290.0055|289.9405|289.331875|289.745625,0|0|1328.25|0|323.9364167|0|0,0
287.24175|287.5215|290.0055|289.9405|289.331875|289.745625|288.445,0|1328.25|0|323.9364167|0|0|0,0
287.5215|290.0055|289.9405|289.331875|289.745625|288.445|287.807375,1328.25|0|323.9364167|0|0|0|0,0
290.0055|289.9405|289.331875|289.745625|288.445|287.807375|286.830875,0|323.9364167|0|0|0|0|0,0
289.9405|289.331875|289.745625|288.445|287.807375|286.830875|286.526125,323.9364167|0|0|0|0|0|0,1
289.331875|289.745625|288.445|287.807375|286.830875|286.526125|287.426625,0|0|0|0|0|0|0.639741667,1
289.745625|288.445|287.807375|286.830875|286.526125|287.426625|284.90025,0|0|0|0|0|0.639741667|0,0
288.445|287.807375|286.830875|286.526125|287.426625|284.90025|283.142625,0|0|0|0|0.639741667|0|0,0
287.807375|286.830875|286.526125|287.426625|284.90025|283.142625|283.1815,0|0|0|0.639741667|0|0|0,0
286.830875|286.526125|287.426625|284.90025|283.142625|283.1815|281.463,0|0|0.639741667|0|0|0|0,0
286.526125|287.426625|284.90025|283.142625|283.1815|281.463|281.69225,0|0.639741667|0|0|0|0|0,0
287.426625|284.90025|283.142625|283.1815|281.463|281.69225|282.5785,0.639741667|0|0|0|0|0|0,0
284.90025|283.142625|283.1815|281.463|281.69225|282.5785|284.194,0|0|0|0|0|0|11.533,0
283.142625|283.1815|281.463|281.69225|282.5785|284.194|284.857875,0|0|0|0|0|11.533|0,0
283.1815|281.463|281.69225|282.5785|284.194|284.857875|286.09925,0|0|0|0|11.533|0|0,0
281.463|281.69225|282.5785|284.194|284.857875|286.09925|286.56425,0|0|0|11.533|0|0|0,0
281.69225|282.5785|284.194|284.857875|286.09925|286.56425|286.68775,0|0|11.533|0|0|0|0,0
282.5785|284.194|284.857875|286.09925|286.56425|286.68775|286.66575,0|11.533|0|0|0|0|0,0
284.194|284.857875|286.09925|286.56425|286.68775|286.66575|284.7325,11.533|0|0|0|0|0|0,0
284.857875|286.09925|286.56425|286.68775|286.66575|284.7325|283.228,0|0|0|0|0|0|0,0
286.09925|286.56425|286.68775|286.66575|284.7325|283.228|281.81875,0|0|0|0|0|0|0,1
286.56425|286.68775|286.66575|284.7325|283.228|281.81875|281.47475,0|0|0|0|0|0|0,0
286.68775|286.66575|284.7325|283.228|281.81875|281.47475|281.83675,0|0|0|0|0|0|0,0
286.66575|284.7325|283.228|281.81875|281.47475|281.83675|282.069125,0|0|0|0|0|0|0,0
284.7325|283.228|281.81875|281.47475|281.83675|282.069125|282.331,0|0|0|0|0|0|0,0
283.228|281.81875|281.47475|281.83675|282.069125|282.331|282.570625,0|0|0|0|0|0|0,0
281.81875|281.47475|281.83675|282.069125|282.331|282.570625|282.726875,0|0|0|0|0|0|0,0
281.47475|281.83675|282.069125|282.331|282.570625|282.726875|282.772875,0|0|0|0|0|0|0,0
281.83675|282.069125|282.331|282.570625|282.726875|282.772875|283.37925,0|0|0|0|0|0|0,0
282.069125|282.331|282.570625|282.726875|282.772875|283.37925|283.272375,0|0|0|0|0|0|0,0
282.331|282.570625|282.726875|282.772875|283.37925|283.272375|282.696625,0|0|0|0|0|0|0,0
282.570625|282.726875|282.772875|283.37925|283.272375|282.696625|282.068,0|0|0|0|0|0|0,0
282.726875|282.772875|283.37925|283.272375|282.696625|282.068|281.472375,0|0|0|0|0|0|0,0
282.772875|283.37925|283.272375|282.696625|282.068|281.472375|282.045375,0|0|0|0|0|0|30.60775,0
283.37925|283.272375|282.696625|282.068|281.472375|282.045375|284.240875,0|0|0|0|0|30.60775|52.8124375,0
283.272375|282.696625|282.068|281.472375|282.045375|284.240875|285.979,0|0|0|0|30.60775|52.8124375|301.6087146,0
282.696625|282.068|281.472375|282.045375|284.240875|285.979|285.5255,0|0|0|30.60775|52.8124375|301.6087146|19.55115625,0
282.068|281.472375|282.045375|284.240875|285.979|285.5255|283.2645,0|0|30.60775|52.8124375|301.6087146|19.55115625|0,0
281.472375|282.045375|284.240875|285.979|285.5255|283.2645|280.94275,0|30.60775|52.8124375|301.6087146|19.55115625|0|0,0
282.045375|284.240875|285.979|285.5255|283.2645|280.94275|280.88575,30.60775|52.8124375|301.6087146|19.55115625|0|0|0,0
284.240875|285.979|285.5255|283.2645|280.94275|280.88575|281.52125,52.8124375|301.6087146|19.55115625|0|0|0|1339.508792,0
285.979|285.5255|283.2645|280.94275|280.88575|281.52125|279.71475,301.6087146|19.55115625|0|0|0|1339.508792|0,0
285.5255|283.2645|280.94275|280.88575|281.52125|279.71475|278.76125,19.55115625|0|0|0|1339.508792|0|0,0
283.2645|280.94275|280.88575|281.52125|279.71475|278.76125|277.502,0|0|0|1339.508792|0|0|0,0
280.94275|280.88575|281.52125|279.71475|278.76125|277.502|277.873375,0|0|1339.508792|0|0|0|0,0
280.88575|281.52125|279.71475|278.76125|277.502|277.873375|278.133,0|1339.508792|0|0|0|0|0,0
281.52125|279.71475|278.76125|277.502|277.873375|278.133|278.068625,1339.508792|0|0|0|0|0|0,0
279.71475|278.76125|277.502|277.873375|278.133|278.068625|278.93975,0|0|0|0|0|0|0,0
278.76125|277.502|277.873375|278.133|278.068625|278.93975|280.70825,0|0|0|0|0|0|404.7354583,0
277.502|277.873375|278.133|278.068625|278.93975|280.70825|282.0185,0|0|0|0|0|404.7354583|535.339375,0
277.873375|278.133|278.068625|278.93975|280.70825|282.0185|282.80525,0|0|0|0|404.7354583|535.339375|0,0
278.133|278.068625|278.93975|280.70825|282.0185|282.80525|283.44,0|0|0|404.7354583|535.339375|0|0,0
278.068625|278.93975|280.70825|282.0185|282.80525|283.44|284.644875,0|0|404.7354583|535.339375|0|0|0,0
278.93975|280.70825|282.0185|282.80525|283.44|284.644875|285.85325,0|404.7354583|535.339375|0|0|0|4.140983333,0
280.70825|282.0185|282.80525|283.44|284.644875|285.85325|285.80725,404.7354583|535.339375|0|0|0|4.140983333|259.5014667,0
282.0185|282.80525|283.44|284.644875|285.85325|285.80725|285.164375,535.339375|0|0|0|4.140983333|259.5014667|32.42614583,0
282.80525|283.44|284.644875|285.85325|285.80725|285.164375|285.241,0|0|0|4.140983333|259.5014667|32.42614583|452.1794167,0
283.44|284.644875|285.85325|285.80725|285.164375|285.241|283.3995,0|0|4.140983333|259.5014667|32.42614583|452.1794167|1624.687523,0
284.644875|285.85325|285.80725|285.164375|285.241|283.3995|282.5205,0|4.140983333|259.5014667|32.42614583|452.1794167|1624.687523|4.517458333,0
285.85325|285.80725|285.164375|285.241|283.3995|282.5205|281.06025,4.140983333|259.5014667|32.42614583|452.1794167|1624.687523|4.517458333|0,0
285.80725|285.164375|285.241|283.3995|282.5205|281.06025|281.327625,259.5014667|32.42614583|452.1794167|1624.687523|4.517458333|0|0,0
285.164375|285.241|283.3995|282.5205|281.06025|281.327625|281.280375,32.42614583|452.1794167|1624.687523|4.517458333|0|0|37.81628125,0
285.241|283.3995|282.5205|281.06025|281.327625|281.280375|281.087875,452.1794167|1624.687523|4.517458333|0|0|37.81628125|0,0
283.3995|282.5205|281.06025|281.327625|281.280375|281.087875|281.71675,1624.687523|4.517458333|0|0|37.81628125|0|0,0
282.5205|281.06025|281.327625|281.280375|281.087875|281.71675|281.2355,4.517458333|0|0|37.81628125|0|0|1200.25,0
281.06025|281.327625|281.280375|281.087875|281.71675|281.2355|283.741375,0|0|37.81628125|0|0|1200.25|0,0
281.327625|281.280375|281.087875|281.71675|281.2355|283.741375|284.6145,0|37.81628125|0|0|1200.25|0|0,0
281.280375|281.087875|281.71675|281.2355|283.741375|284.6145|285.058125,37.81628125|0|0|1200.25|0|0|7.84170625,0
281.087875|281.71675|281.2355|283.741375|284.6145|285.058125|285.542,0|0|1200.25|0|0|7.84170625|67.49033958,0
281.71675|281.2355|283.741375|284.6145|285.058125|285.542|285.825,0|1200.25|0|0|7.84170625|67.49033958|2694.962944,0
281.2355|283.741375|284.6145|285.058125|285.542|285.825|286.12025,1200.25|0|0|7.84170625|67.49033958|2694.962944|1876.335417,0
283.741375|284.6145|285.058125|285.542|285.825|286.12025|286.739625,0|0|7.84170625|67.49033958|2694.962944|1876.335417|0,0
284.6145|285.058125|285.542|285.825|286.12025|286.739625|287.066,0|7.84170625|67.49033958|2694.962944|1876.335417|0|4.11825,0
285.058125|285.542|285.825|286.12025|286.739625|287.066|287.487125,7.84170625|67.49033958|2694.962944|1876.335417|0|4.11825|0,0
285.542|285.825|286.12025|286.739625|287.066|287.487125|287.532375,67.49033958|2694.962944|1876.335417|0|4.11825|0|0,0
285.825|286.12025|286.739625|287.066|287.487125|287.532375|287.43125,2694.962944|1876.335417|0|4.11825|0|0|0.92243125,0
286.12025|286.739625|287.066|287.487125|287.532375|287.43125|288.76925,1876.335417|0|4.11825|0|0|0.92243125|525.5033333,0
286.739625|287.066|287.487125|287.532375|287.43125|288.76925|288.9875,0|4.11825|0|0|0.92243125|525.5033333|494.4082646,0
287.066|287.487125|287.532375|287.43125|288.76925|288.9875|288.255,4.11825|0|0|0.92243125|525.5033333|494.4082646|15.58272917,0
287.487125|287.532375|287.43125|288.76925|288.9875|288.255|288.852625,0|0|0.92243125|525.5033333|494.4082646|15.58272917|0,0
287.532375|287.43125|288.76925|288.9875|288.255|288.852625|289.04225,0|0.92243125|525.5033333|494.4082646|15.58272917|0|0,0
287.43125|288.76925|288.9875|288.255|288.852625|289.04225|289.345875,0.92243125|525.5033333|494.4082646|15.58272917|0|0|175.7878104,0
288.76925|288.9875|288.255|288.852625|289.04225|289.345875|291.45725,525.5033333|494.4082646|15.58272917|0|0|175.7878104|424.8929792,0
288.9875|288.255|288.852625|289.04225|289.345875|291.45725|291.429625,494.4082646|15.58272917|0|0|175.7878104|424.8929792|806.6104167,0
288.255|288.852625|289.04225|289.345875|291.45725|291.429625|290.995,15.58272917|0|0|175.7878104|424.8929792|806.6104167|32.8443625,0
288.852625|289.04225|289.345875|291.45725|291.429625|290.995|290.537,0|0|175.7878104|424.8929792|806.6104167|32.8443625|1080.114583,0
289.04225|289.345875|291.45725|291.429625|290.995|290.537|290.5345,0|175.7878104|424.8929792|806.6104167|32.8443625|1080.114583|20285.625,0
289.345875|291.45725|291.429625|290.995|290.537|290.5345|290.892625,175.7878104|424.8929792|806.6104167|32.8443625|1080.114583|20285.625|699.3375,0
291.45725|291.429625|290.995|290.537|290.5345|290.892625|290.738,424.8929792|806.6104167|32.8443625|1080.114583|20285.625|699.3375|200.9787917,0
291.429625|290.995|290.537|290.5345|290.892625|290.738|290.9805,806.6104167|32.8443625|1080.114583|20285.625|699.3375|200.9787917|112.7532229,0
290.995|290.537|290.5345|290.892625|290.738|290.9805|291.609875,32.8443625|1080.114583|20285.625|699.3375|200.9787917|112.7532229|35.56083333,0
290.537|290.5345|290.892625|290.738|290.9805|291.609875|291.022125,1080.114583|20285.625|699.3375|200.9787917|112.7532229|35.56083333|1375.580417,0
290.5345|290.892625|290.738|290.9805|291.609875|291.022125|290.711625,20285.625|699.3375|200.9787917|112.7532229|35.56083333|1375.580417|161.5514583,0
290.892625|290.738|290.9805|291.609875|291.022125|290.711625|289.494,699.3375|200.9787917|112.7532229|35.56083333|1375.580417|161.5514583|57.59284125,0
290.738|290.9805|291.609875|291.022125|290.711625|289.494|289.817625,200.9787917|112.7532229|35.56083333|1375.580417|161.5514583|57.59284125|343.8754167,0
290.9805|291.609875|291.022125|290.711625|289.494|289.817625|290.363625,112.7532229|35.56083333|1375.580417|161.5514583|57.59284125|343.8754167|166.7706004,0
291.609875|291.022125|290.711625|289.494|289.817625|290.363625|286.735875,35.56083333|1375.580417|161.5514583|57.59284125|343.8754167|166.7706004|805.3539604,0
291.022125|290.711625|289.494|289.817625|290.363625|286.735875|287.9745,1375.580417|161.5514583|57.59284125|343.8754167|166.7706004|805.3539604|0,0
290.711625|289.494|289.817625|290.363625|286.735875|287.9745|288.42775,161.5514583|57.59284125|343.8754167|166.7706004|805.3539604|0|0,0
289.494|289.817625|290.363625|286.735875|287.9745|288.42775|288.278625,57.59284125|343.8754167|166.7706004|805.3539604|0|0|0,0
289.817625|290.363625|286.735875|287.9745|288.42775|288.278625|289.991625,343.8754167|166.7706004|805.3539604|0|0|0|0,0
290.363625|286.735875|287.9745|288.42775|288.278625|289.991625|290.65925,166.7706004|805.3539604|0|0|0|0|0,0
286.735875|287.9745|288.42775|288.278625|289.991625|290.65925|290.73425,805.3539604|0|0|0|0|0|0,0
287.9745|288.42775|288.278625|289.991625|290.65925|290.73425|290.83125,0|0|0|0|0|0|0,0
288.42775|288.278625|289.991625|290.65925|290.73425|290.83125|290.323125,0|0|0|0|0|0|2.530885,0
288.278625|289.991625|290.65925|290.73425|290.83125|290.323125|290.165625,0|0|0|0|0|2.530885|0,0
289.991625|290.65925|290.73425|290.83125|290.323125|290.165625|287.788875,0|0|0|0|2.530885|0|491.2709167,0
290.65925|290.73425|290.83125|290.323125|290.165625|287.788875|288.257,0|0|0|2.530885|0|491.2709167|375.6848229,0
290.73425|290.83125|290.323125|290.165625|287.788875|288.257|289.882375,0|0|2.530885|0|491.2709167|375.6848229|0,0
290.83125|290.323125|290.165625|287.788875|288.257|289.882375|289.771625,0|2.530885|0|491.2709167|375.6848229|0|0,0
290.323125|290.165625|287.788875|288.257|289.882375|289.771625|291.334625,2.530885|0|491.2709167|375.6848229|0|0|67.02270833,0
290.165625|287.788875|288.257|289.882375|289.771625|291.334625|290.99075,0|491.2709167|375.6848229|0|0|67.02270833|321.14025,0
287.788875|288.257|289.882375|289.771625|291.334625|290.99075|290.3955,491.2709167|375.6848229|0|0|67.02270833|321.14025|0,0
288.257|289.882375|289.771625|291.334625|290.99075|290.3955|288.371375,375.6848229|0|0|67.02270833|321.14025|0|0,0
289.882375|289.771625|291.334625|290.99075|290.3955|288.371375|287.4025,0|0|67.02270833|321.14025|0|0|0,0
289.771625|291.334625|290.99075|290.3955|288.371375|287.4025|287.969,0|67.02270833|321.14025|0|0|0|0,0
291.334625|290.99075|290.3955|288.371375|287.4025|287.969|289.438,67.02270833|321.14025|0|0|0|0|1421.583104,0
290.99075|290.3955|288.371375|287.4025|287.969|289.438|291.173125,321.14025|0|0|0|0|1421.583104|1244.460125,0
290.3955|288.371375|287.4025|287.969|289.438|291.173125|291.911875,0|0|0|0|1421.583104|1244.460125|114.3261875,0
288.371375|287.4025|287.969|289.438|291.173125|291.911875|291.515125,0|0|0|1421.583104|1244.460125|114.3261875|72.35048958,0
287.4025|287.969|289.438|291.173125|291.911875|291.515125|290.45175,0|0|1421.583104|1244.460125|114.3261875|72.35048958|0,0
287.969|289.438|291.173125|291.911875|291.515125|290.45175|292.537,0|1421.583104|1244.460125|114.3261875|72.35048958|0|0,0
289.438|291.173125|291.911875|291.515125|290.45175|292.537|291.45,1421.583104|1244.460125|114.3261875|72.35048958|0|0|407.8501835,0
291.173125|291.911875|291.515125|290.45175|292.537|291.45|289.08475,1244.460125|114.3261875|72.35048958|0|0|407.8501835|4712.087393,0
291.911875|291.515125|290.45175|292.537|291.45|289.08475|289.08475,114.3261875|72.35048958|0|0|407.8501835|4712.087393|59.36918208,0
291.515125|290.45175|292.537|291.45|289.08475|289.08475|289.08475,72.35048958|0|0|407.8501835|4712.087393|59.36918208|0,0
290.45175|292.537|291.45|289.08475|289.08475|289.08475|290.559875,0|0|407.8501835|4712.087393|59.36918208|0|0,0
292.537|291.45|289.08475|289.08475|289.08475|290.559875|292.075,0|407.8501835|4712.087393|59.36918208|0|0|0,0
291.45|289.08475|289.08475|289.08475|290.559875|292.075|292.698625,407.8501835|4712.087393|59.36918208|0|0|0|0,0
289.08475|289.08475|289.08475|290.559875|292.075|292.698625|295.1155,4712.087393|59.36918208|0|0|0|0|519.5734583,0
289.08475|289.08475|290.559875|292.075|292.698625|295.1155|296.232625,59.36918208|0|0|0|0|519.5734583|0,0
289.08475|290.559875|292.075|292.698625|295.1155|296.232625|294.88425,0|0|0|0|519.5734583|0|0,0
290.559875|292.075|292.698625|295.1155|296.232625|294.88425|294.226125,0|0|0|519.5734583|0|0|16823.44063,0
292.075|292.698625|295.1155|296.232625|294.88425|294.226125|294.9555,0|0|519.5734583|0|0|16823.44063|141.5935417,0
292.698625|295.1155|296.232625|294.88425|294.226125|294.9555|297.385875,0|519.5734583|0|0|16823.44063|141.5935417|0,0
295.1155|296.232625|294.88425|294.226125|294.9555|297.385875|298.536125,519.5734583|0|0|16823.44063|141.5935417|0|0,0
296.232625|294.88425|294.226125|294.9555|297.385875|298.536125|298.122,0|0|16823.44063|141.5935417|0|0|30.07458333,0
